job_xp,salary
Research Scientist (SE),159036.48 to 164054.8
Data Analyst (EN),159036.48 to 164054.8
Data Analytics Manager (MI),159036.48 to 164054.8
Analyst (SE),159036.48 to 164054.8
Data Analyst (MI),159036.48 to 164054.8
Engineer (SE),159036.48 to 164054.8
Associate (MI),159036.48 to 164054.8
Manager (MI),159036.48 to 164054.8
Enterprise Account Executive (SE),159036.48 to 164054.8
Data Developer (SE),159036.48 to 164054.8
Data Engineer (SE),159036.48 to 164054.8
Site Reliability Engineer (SE),159036.48 to 164054.8
Staff Data Scientist (SE),159036.48 to 164054.8
Applied Scientist (SE),159036.48 to 164054.8
Data Scientist (MI),159036.48 to 164054.8
Software Development Engineer (SE),159036.48 to 164054.8
Engineer (MI),159036.48 to 164054.8
Solutions Architect (SE),159036.48 to 164054.8
Machine Learning Engineer (MI),159036.48 to 164054.8
Research Scientist (MI),159036.48 to 164054.8
Head of Data (EX),159036.48 to 164054.8
Site Reliability Engineer (MI),159036.48 to 164054.8
Manager (SE),159036.48 to 164054.8
Business Intelligence Engineer (MI),159036.48 to 164054.8
Product Manager (MI),159036.48 to 164054.8
Machine Learning Scientist (SE),159036.48 to 164054.8
Data Analytics Consultant (MI),159036.48 to 164054.8
Consultant (SE),159036.48 to 164054.8
Full Stack Developer (SE),159036.48 to 164054.8
Robotics Engineer (MI),159036.48 to 164054.8
Analyst (EX),159036.48 to 164054.8
Technical Lead (SE),159036.48 to 164054.8
Product Manager (EX),159036.48 to 164054.8
Data Lead (SE),159036.48 to 164054.8
Business Intelligence Analyst (SE),159036.48 to 164054.8
Data Engineer (EX),159036.48 to 164054.8
AI Researcher (SE),159036.48 to 164054.8
Machine Learning Engineer (EX),159036.48 to 164054.8
Systems Engineer (SE),159036.48 to 164054.8
Machine Learning Engineer (EN),159036.48 to 164054.8
Data Analytics Specialist (MI),159036.48 to 164054.8
Analyst (EN),159036.48 to 164054.8
Risk Analyst (SE),159036.48 to 164054.8
Data Visualization Analyst (SE),159036.48 to 164054.8
Data Quality Specialist (SE),159036.48 to 164054.8
Data Visualization Analyst (EN),159036.48 to 164054.8
Data Quality Analyst (SE),159036.48 to 164054.8
Security Engineer (MI),159036.48 to 164054.8
Architect (SE),159036.48 to 164054.8
Systems Engineer (MI),159036.48 to 164054.8
Lead Engineer (SE),159036.48 to 164054.8
Business Intelligence Developer (SE),159036.48 to 164054.8
Data Specialist (MI),159036.48 to 164054.8
Data Management Specialist (SE),159036.48 to 164054.8
Business Intelligence Analyst (EN),159036.48 to 164054.8
Machine Learning Researcher (MI),159036.48 to 164054.8
Analytics Engineer (MI),159036.48 to 164054.8
Backend Engineer (SE),159036.48 to 164054.8
Engineering Manager (MI),159036.48 to 164054.8
Data Management Analyst (SE),159036.48 to 164054.8
AI Developer (SE),159036.48 to 164054.8
Business Intelligence (SE),159036.48 to 164054.8
AI Engineer (SE),159036.48 to 164054.8
Data Manager (MI),159036.48 to 164054.8
Research Engineer (SE),159036.48 to 164054.8
Business Intelligence Analyst (MI),159036.48 to 164054.8
Solution Architect (SE),159036.48 to 164054.8
BI Analyst (SE),159036.48 to 164054.8
Data Governance Lead (SE),159036.48 to 164054.8
BI Analyst (EN),159036.48 to 164054.8
Data Lead (MI),159036.48 to 164054.8
Associate (SE),159036.48 to 164054.8
Data Strategist (MI),159036.48 to 164054.8
Data Engineer (EN),159036.48 to 164054.8
Cloud Engineer (MI),159036.48 to 164054.8
Research Analyst (SE),159036.48 to 164054.8
Business Analyst (SE),159036.48 to 164054.8
QA Engineer (MI),159036.48 to 164054.8
Data Scientist (EX),159036.48 to 164054.8
Data Scientist (EN),159036.48 to 164054.8
AI Researcher (EN),159036.48 to 164054.8
DevOps Engineer (MI),159036.48 to 164054.8
Product Analyst (EN),159036.48 to 164054.8
Research Scientist (EN),159036.48 to 164054.8
Software Development Engineer (MI),159036.48 to 164054.8
Consultant (EN),159036.48 to 164054.8
Data Modeler (SE),159036.48 to 164054.8
Data Management Lead (SE),159036.48 to 164054.8
Associate (EN),159036.48 to 164054.8
AI Developer (MI),159036.48 to 164054.8
Quantitative Researcher (EX),159036.48 to 164054.8
Data Quality Manager (SE),159036.48 to 164054.8
Data Management Analyst (EN),159036.48 to 164054.8
Member of Technical Staff (SE),159036.48 to 164054.8
Insight Analyst (SE),159036.48 to 164054.8
BI Engineer (SE),159036.48 to 164054.8
Full Stack Engineer (SE),159036.48 to 164054.8
Machine Learning Scientist (MI),159036.48 to 164054.8
Business Intelligence Lead (SE),159036.48 to 164054.8
Applied Scientist (MI),159036.48 to 164054.8
Principal Researcher (SE),159036.48 to 164054.8
Engineering Manager (SE),159036.48 to 164054.8
Engineer (EX),159036.48 to 164054.8
Data Strategy Lead (SE),159036.48 to 164054.8
Data Governance (EX),159036.48 to 164054.8
Bioinformatics Scientist (SE),159036.48 to 164054.8
AI Engineer (MI),159036.48 to 164054.8
Consultant (MI),159036.48 to 164054.8
Big Data Engineer (SE),159036.48 to 164054.8
Analyst (MI),159036.48 to 164054.8
Data Integration Engineer (MI),159036.48 to 164054.8
AI Scientist (SE),159036.48 to 164054.8
Data Platform Engineer (EX),159036.48 to 164054.8
Data Product Manager (MI),159036.48 to 164054.8
Data Integration Engineer (SE),159036.48 to 164054.8
BI Analyst (MI),159036.48 to 164054.8
Research Engineer (EN),159036.48 to 164054.8
Cloud Engineer (EX),159036.48 to 164054.8
Platform Engineer (SE),159036.48 to 164054.8
Business Intelligence Manager (SE),159036.48 to 164054.8
Data Team Lead (SE),159036.48 to 164054.8
Solutions Engineer (MI),159036.48 to 164054.8
Business Analyst (EN),159036.48 to 164054.8
Software Architect (SE),159036.48 to 164054.8
Machine Learning Manager (SE),159036.48 to 164054.8
AI Specialist (SE),159036.48 to 164054.8
Computer Vision Engineer (SE),159036.48 to 164054.8
Platform Engineer (MI),159036.48 to 164054.8
ETL Developer (MI),159036.48 to 164054.8
Business Intelligence Manager (MI),159036.48 to 164054.8
Data Strategist (EN),159036.48 to 164054.8
Software Developer (EX),159036.48 to 164054.8
Data Analytics Manager (SE),159036.48 to 164054.8
Data Analytics Lead (SE),159036.48 to 164054.8
Enterprise Account Executive (EX),159036.48 to 164054.8
Algorithm Developer (SE),159036.48 to 164054.8
Chatbot Developer (SE),159036.48 to 164054.8
Product Owner (SE),159036.48 to 164054.8
BI Developer (EN),159036.48 to 164054.8
Data Operations Analyst (SE),159036.48 to 164054.8
Cloud Database Engineer (SE),159036.48 to 164054.8
Principal Machine Learning Engineer (SE),159036.48 to 164054.8
Master Data Management (EX),159036.48 to 164054.8
MLOps Engineer (EN),159036.48 to 164054.8
Fullstack Engineer (SE),159036.48 to 164054.8
BI Engineer (MI),159036.48 to 164054.8
Machine Learning Specialist (SE),159036.48 to 164054.8
BI Developer (SE),159036.48 to 164054.8
Developer (MI),159036.48 to 164054.8
Data Analytics Specialist (SE),159036.48 to 164054.8
Quantitative Researcher (SE),159036.48 to 164054.8
Data Developer (EX),159036.48 to 164054.8
Business Analyst (MI),159036.48 to 164054.8
AI Researcher (MI),159036.48 to 164054.8
Data Quality Analyst (EX),159036.48 to 164054.8
Manager (EX),159036.48 to 164054.8
QA Engineer (SE),159036.48 to 164054.8
Product Owner (EX),159036.48 to 164054.8
Decision Scientist (SE),159036.48 to 164054.8
Robotics Engineer (SE),159036.48 to 164054.8
Data Governance Analyst (SE),159036.48 to 164054.8
Data Product Owner (EX),159036.48 to 164054.8
Machine Learning Researcher (SE),159036.48 to 164054.8
Security Engineer (SE),159036.48 to 164054.8
Engineer (EN),159036.48 to 164054.8
Quantitative Researcher (MI),159036.48 to 164054.8
Cloud Engineer (SE),159036.48 to 164054.8
Quantitative Analyst (MI),159036.48 to 164054.8
Infrastructure Engineer (SE),159036.48 to 164054.8
DataOps Engineer (SE),159036.48 to 164054.8
Principal Data Scientist (SE),159036.48 to 164054.8
Research Analyst (MI),159036.48 to 164054.8
Software Developer (SE),159036.48 to 164054.8
NLP Engineer (SE),159036.48 to 164054.8
Backend Engineer (MI),159036.48 to 164054.8
Data Visualization Engineer (MI),159036.48 to 164054.8
Business Intelligence (EX),159036.48 to 164054.8
Data Analyst (EX),159036.48 to 164054.8
Product Designer (SE),159036.48 to 164054.8
Software Engineer (EX),159036.48 to 164054.8
Software Engineer (EN),159036.48 to 164054.8
Data Infrastructure Engineer (MI),159036.48 to 164054.8
MLOps Engineer (SE),159036.48 to 164054.8
MLOps Engineer (MI),159036.48 to 164054.8
Prompt Engineer (SE),159036.48 to 164054.8
Cloud Data Engineer (SE),159036.48 to 164054.8
Robotics Software Engineer (SE),159036.48 to 164054.8
Robotics Software Engineer (MI),159036.48 to 164054.8
Data Analytics Team Lead (SE),159036.48 to 164054.8
Lead Data Engineer (SE),159036.48 to 164054.8
AI Architect (SE),159036.48 to 164054.8
Security Researcher (MI),159036.48 to 164054.8
Business Intelligence Developer (MI),159036.48 to 164054.8
Risk Analyst (MI),159036.48 to 164054.8
Data Developer (MI),159036.48 to 164054.8
Data Product Owner (SE),159036.48 to 164054.8
Data Product Manager (SE),154171.67 to 159036.48
Data Manager (SE),154171.67 to 159036.48
Analytics Engineer (SE),154171.67 to 159036.48
Product Analyst (SE),154171.67 to 159036.48
Manager (MI),154171.67 to 159036.48
Analyst (MI),154171.67 to 159036.48
Data Engineer (MI),154171.67 to 159036.48
Quantitative Analyst (MI),154171.67 to 159036.48
Data Scientist (EX),154171.67 to 159036.48
Data Scientist (SE),154171.67 to 159036.48
Analyst (SE),154171.67 to 159036.48
Research Engineer (SE),154171.67 to 159036.48
Product Manager (SE),154171.67 to 159036.48
AI Engineer (SE),154171.67 to 159036.48
Data Engineer (SE),154171.67 to 159036.48
Manager (SE),154171.67 to 159036.48
AI Product Manager (SE),154171.67 to 159036.48
Data Architect (SE),154171.67 to 159036.48
Analyst (EN),154171.67 to 159036.48
Software Engineer (MI),154171.67 to 159036.48
Software Engineer (SE),154171.67 to 159036.48
Machine Learning Engineer (SE),154171.67 to 159036.48
Business Intelligence Engineer (SE),154171.67 to 159036.48
Data Scientist (MI),154171.67 to 159036.48
Machine Learning Engineer (EN),154171.67 to 159036.48
Data Analyst (SE),154171.67 to 159036.48
Engineer (SE),154171.67 to 159036.48
Solutions Architect (SE),154171.67 to 159036.48
Machine Learning Infrastructure Engineer (SE),154171.67 to 159036.48
Business Intelligence Analyst (SE),154171.67 to 159036.48
Business Intelligence Engineer (EN),154171.67 to 159036.48
Engineer (MI),154171.67 to 159036.48
Consultant (SE),154171.67 to 159036.48
Applied Scientist (SE),154171.67 to 159036.48
AI Architect (SE),154171.67 to 159036.48
Engineer (EX),154171.67 to 159036.48
Associate (SE),154171.67 to 159036.48
Engineer (EN),154171.67 to 159036.48
Engineering Manager (MI),154171.67 to 159036.48
Data Integration Engineer (MI),154171.67 to 159036.48
Cloud Engineer (MI),154171.67 to 159036.48
Data Scientist (EN),154171.67 to 159036.48
Decision Scientist (MI),154171.67 to 159036.48
Data Engineer (EN),154171.67 to 159036.48
Data Analyst (MI),154171.67 to 159036.48
Software Development Engineer (EN),154171.67 to 159036.48
Software Development Engineer (MI),154171.67 to 159036.48
Chatbot Developer (EN),154171.67 to 159036.48
Associate (MI),154171.67 to 159036.48
AI Developer (SE),154171.67 to 159036.48
Data Analyst (EN),154171.67 to 159036.48
AI Researcher (SE),154171.67 to 159036.48
Data Analytics Specialist (MI),154171.67 to 159036.48
DevOps Engineer (SE),154171.67 to 159036.48
BI Engineer (MI),154171.67 to 159036.48
Software Engineer (EN),154171.67 to 159036.48
Business Analyst (SE),154171.67 to 159036.48
Business Intelligence Developer (SE),154171.67 to 159036.48
Software Developer (MI),154171.67 to 159036.48
Product Manager (MI),154171.67 to 159036.48
Analytics Engineer (MI),154171.67 to 159036.48
Cloud Database Administrator (SE),154171.67 to 159036.48
Developer (SE),154171.67 to 159036.48
Member of Technical Staff (SE),154171.67 to 159036.48
Data Governance Analyst (SE),154171.67 to 159036.48
Applied Scientist (MI),154171.67 to 159036.48
Software Developer (SE),154171.67 to 159036.48
Software Development Engineer (SE),154171.67 to 159036.48
Machine Learning Engineer (MI),154171.67 to 159036.48
Platform Engineer (SE),154171.67 to 159036.48
Research Scientist (MI),154171.67 to 159036.48
Site Reliability Engineer (MI),154171.67 to 159036.48
Research Scientist (SE),154171.67 to 159036.48
Business Intelligence (SE),154171.67 to 159036.48
Data Visualization Specialist (MI),154171.67 to 159036.48
Technical Lead (SE),154171.67 to 159036.48
Data Product Manager (MI),154171.67 to 159036.48
System Engineer (SE),154171.67 to 159036.48
Full Stack Engineer (SE),154171.67 to 159036.48
Data Operations Manager (SE),154171.67 to 159036.48
Consultant (MI),154171.67 to 159036.48
BI Developer (MI),154171.67 to 159036.48
Data Analytics Manager (EN),154171.67 to 159036.48
BI Analyst (SE),154171.67 to 159036.48
AI Engineer (MI),154171.67 to 159036.48
Machine Learning Lead (SE),154171.67 to 159036.48
Power BI Expert (SE),154171.67 to 159036.48
Lead Engineer (SE),154171.67 to 159036.48
Data Engineer (EX),154171.67 to 159036.48
Research Engineer (MI),154171.67 to 159036.48
BI Analyst (EN),154171.67 to 159036.48
Computational Biologist (MI),154171.67 to 159036.48
Data Quality Lead (SE),154171.67 to 159036.48
Robotics Engineer (MI),154171.67 to 159036.48
Software Engineer (EX),154171.67 to 159036.48
Machine Learning Scientist (SE),154171.67 to 159036.48
Platform Engineer (EX),154171.67 to 159036.48
Architect (SE),154171.67 to 159036.48
Business Intelligence (EX),154171.67 to 159036.48
Head of AI (EX),154171.67 to 159036.48
Engineering Manager (SE),154171.67 to 159036.48
AI Lead (SE),154171.67 to 159036.48
Product Analyst (EN),154171.67 to 159036.48
Business Intelligence Analyst (EN),154171.67 to 159036.48
AI Scientist (SE),154171.67 to 159036.48
Data Analytics Specialist (SE),154171.67 to 159036.48
MLOps Engineer (SE),154171.67 to 159036.48
Analytics Engineer (EX),154171.67 to 159036.48
Data Analytics Manager (SE),154171.67 to 159036.48
Principal Researcher (SE),154171.67 to 159036.48
Data Governance Analyst (EN),154171.67 to 159036.48
Applied Data Scientist (MI),154171.67 to 159036.48
Data Manager (MI),154171.67 to 159036.48
Data Visualization Engineer (SE),154171.67 to 159036.48
Solutions Engineer (MI),154171.67 to 159036.48
Lead Data Scientist (SE),154171.67 to 159036.48
Business Intelligence (MI),154171.67 to 159036.48
Security Engineer (SE),154171.67 to 159036.48
Data Lead (SE),154171.67 to 159036.48
Applied Scientist (EN),154171.67 to 159036.48
Bioinformatician (MI),154171.67 to 159036.48
Data Developer (MI),154171.67 to 159036.48
Solution Architect (SE),154171.67 to 159036.48
Analytics Engineer (EN),154171.67 to 159036.48
AI Specialist (SE),154171.67 to 159036.48
Analytics Specialist (SE),154171.67 to 159036.48
MLOps Engineer (MI),154171.67 to 159036.48
Head of Data (EX),154171.67 to 159036.48
Manager (EX),154171.67 to 159036.48
Data Governance Analyst (MI),154171.67 to 159036.48
Data Integration Developer (SE),154171.67 to 159036.48
Data Governance Manager (MI),154171.67 to 159036.48
Data Product Owner (MI),154171.67 to 159036.48
Quantitative Analyst (SE),154171.67 to 159036.48
Developer (MI),154171.67 to 159036.48
Solutions Engineer (SE),154171.67 to 159036.48
Business Analyst (MI),154171.67 to 159036.48
Site Reliability Engineer (SE),154171.67 to 159036.48
Platform Engineer (MI),154171.67 to 159036.48
Systems Engineer (SE),154171.67 to 159036.48
Data Analytics Manager (MI),154171.67 to 159036.48
Principal Data Scientist (SE),154171.67 to 159036.48
Power BI Developer (MI),154171.67 to 159036.48
Business Intelligence Specialist (SE),154171.67 to 159036.48
Data Governance Engineer (SE),154171.67 to 159036.48
AI Developer (MI),154171.67 to 159036.48
Research Associate (MI),154171.67 to 159036.48
Research Engineer (EN),154171.67 to 159036.48
Business Intelligence Manager (MI),154171.67 to 159036.48
